,Premise 1,Premise 2,Premise 3,Conclusion,Argument Group,Phenomenon,Dataset,GPT-3.5,GPT-4
327,plough,,,wire brush,Low,Monotonicity,Giallanza Phenomena,10.0,25.0
328,gecko,alligator,,tortoise,High,Monotonicity,Giallanza Phenomena,100.0,70.0
329,gecko,,,tortoise,Low,Monotonicity,Giallanza Phenomena,10.0,45.0
330,percolator,scales,,sieve,High,Monotonicity,Giallanza Phenomena,100.0,65.0
331,percolator,,,sieve,Low,Monotonicity,Giallanza Phenomena,10.0,65.0
332,bazooka,shield,,slingshot,High,Monotonicity,Giallanza Phenomena,50.0,65.0
333,bazooka,,,slingshot,Low,Monotonicity,Giallanza Phenomena,10.0,30.0
334,lawn mower,adjustable spanner,,anvil,High,Monotonicity,Giallanza Phenomena,5.0,60.0
335,lawn mower,,,anvil,Low,Monotonicity,Giallanza Phenomena,10.0,20.0
336,elephant,wolf,,squirrel,High,Monotonicity,Giallanza Phenomena,0.0,65.0
337,elephant,,,squirrel,Low,Monotonicity,Giallanza Phenomena,10.0,25.0
338,owl,vulture,,sparrow,High,Monotonicity,Giallanza Phenomena,5.0,70.0
339,owl,,,sparrow,Low,Monotonicity,Giallanza Phenomena,10.0,70.0
340,slingshot,knuckle dusters,,bow,High,Monotonicity,Giallanza Phenomena,5.0,70.0
341,slingshot,,,bow,Low,Monotonicity,Giallanza Phenomena,10.0,85.0
342,dromedary,polar bear,,beaver,High,Monotonicity,Giallanza Phenomena,0.0,65.0
343,dromedary,,,beaver,Low,Monotonicity,Giallanza Phenomena,5.0,25.0
344,double barrelled shotgun,stick,,canon,High,Monotonicity,Giallanza Phenomena,10.0,65.0
345,double barrelled shotgun,,,canon,Low,Monotonicity,Giallanza Phenomena,10.0,60.0
346,fox,sheep,,bison,High,Monotonicity,Giallanza Phenomena,100.0,65.0
347,fox,,,bison,Low,Monotonicity,Giallanza Phenomena,20.0,45.0
348,salamander,viper,,dinosaur,High,Monotonicity,Giallanza Phenomena,5.0,65.0
349,salamander,,,dinosaur,Low,Monotonicity,Giallanza Phenomena,5.0,40.0
350,canon,knuckle dusters,,shield,High,Monotonicity,Giallanza Phenomena,0.0,45.0
351,canon,,,shield,Low,Monotonicity,Giallanza Phenomena,10.0,30.0
352,falcon,parrot,,woodpecker,High,Monotonicity,Giallanza Phenomena,100.0,85.0
353,falcon,,,woodpecker,Low,Monotonicity,Giallanza Phenomena,10.0,85.0
354,mittens,boots,,shirt,High,Monotonicity,Giallanza Phenomena,0.0,60.0
355,mittens,,,shirt,Low,Monotonicity,Giallanza Phenomena,10.0,40.0
356,beanie,bra,,coat,High,Monotonicity,Giallanza Phenomena,50.0,65.0
357,beanie,,,coat,Low,Monotonicity,Giallanza Phenomena,10.0,65.0
358,shield,club,,stick,High,Monotonicity,Giallanza Phenomena,100.0,70.0
359,shield,,,stick,Low,Monotonicity,Giallanza Phenomena,10.0,40.0
360,dolphin,stickleback,,carp,High,Monotonicity,Giallanza Phenomena,100.0,85.0
361,dolphin,,,carp,Low,Monotonicity,Giallanza Phenomena,10.0,65.0
362,skateboard,jeep,,bicycle,High,Monotonicity,Giallanza Phenomena,50.0,85.0
363,skateboard,,,bicycle,Low,Monotonicity,Giallanza Phenomena,60.0,65.0
364,rifle,bow,,whip,High,Monotonicity,Giallanza Phenomena,100.0,45.0
365,rifle,,,whip,Low,Monotonicity,Giallanza Phenomena,10.0,25.0
366,piranha,stickleback,,flatfish,High,Monotonicity,Giallanza Phenomena,100.0,65.0
367,piranha,,,flatfish,Low,Monotonicity,Giallanza Phenomena,10.0,60.0
368,centipede,grasshopper,,leech,High,Monotonicity,Giallanza Phenomena,100.0,30.0
369,centipede,,,leech,Low,Monotonicity,Giallanza Phenomena,10.0,40.0
370,slingshot,bow,,sword,High,Monotonicity,Giallanza Phenomena,0.0,30.0
371,slingshot,,,sword,Low,Monotonicity,Giallanza Phenomena,10.0,30.0
372,trout,salmon,,goldfish,High,Monotonicity,Giallanza Phenomena,100.0,85.0
373,trout,,,goldfish,Low,Monotonicity,Giallanza Phenomena,90.0,85.0
374,tortoise,crocodile,,python,High,Monotonicity,Giallanza Phenomena,50.0,70.0
375,tortoise,,,python,Low,Monotonicity,Giallanza Phenomena,10.0,50.0
376,beaver,kangaroo,,rhinoceros,High,Monotonicity,Giallanza Phenomena,100.0,60.0
377,beaver,,,rhinoceros,Low,Monotonicity,Giallanza Phenomena,10.0,40.0
378,rooster,blackbird,,turkey,High,Monotonicity,Giallanza Phenomena,100.0,85.0
379,rooster,,,turkey,Low,Monotonicity,Giallanza Phenomena,60.0,70.0
380,bazooka,double barrelled shotgun,,pistol,High,Monotonicity,Giallanza Phenomena,100.0,70.0
381,bazooka,,,pistol,Low,Monotonicity,Giallanza Phenomena,60.0,70.0
382,ostrich,woodpecker,,robin,High,Monotonicity,Giallanza Phenomena,0.0,85.0
383,ostrich,,,robin,Low,Monotonicity,Giallanza Phenomena,10.0,70.0
384,swan,chickadee,,swallow,High,Monotonicity,Giallanza Phenomena,100.0,85.0
385,swan,,,swallow,Low,Monotonicity,Giallanza Phenomena,10.0,65.0
386,bazooka,grenade,,bow,High,Monotonicity,Giallanza Phenomena,5.0,30.0
387,bazooka,,,bow,Low,Monotonicity,Giallanza Phenomena,5.0,30.0
388,dungarees,shirt,,skirt,High,Monotonicity,Giallanza Phenomena,100.0,70.0
389,dungarees,,,skirt,Low,Monotonicity,Giallanza Phenomena,10.0,60.0
390,polar bear,rabbit,,cat,High,Monotonicity,Giallanza Phenomena,50.0,70.0
391,polar bear,,,cat,Low,Monotonicity,Giallanza Phenomena,10.0,40.0
392,ladybug,flee,,centipede,High,Monotonicity,Giallanza Phenomena,100.0,70.0
393,ladybug,,,centipede,Low,Monotonicity,Giallanza Phenomena,10.0,50.0
394,salmon,eel,,shark,High,Monotonicity,Giallanza Phenomena,50.0,70.0
395,salmon,,,shark,Low,Monotonicity,Giallanza Phenomena,20.0,65.0
396,trumpet,clarinet,,double bass,High,Monotonicity,Giallanza Phenomena,100.0,30.0
397,trumpet,,,double bass,Low,Monotonicity,Giallanza Phenomena,60.0,40.0
398,llama,mouse,,bat,High,Monotonicity,Giallanza Phenomena,50.0,70.0
399,llama,,,bat,Low,Monotonicity,Giallanza Phenomena,5.0,30.0
400,pheasant,parakeet,,falcon,High,Monotonicity,Giallanza Phenomena,100.0,85.0
401,pheasant,,,falcon,Low,Monotonicity,Giallanza Phenomena,10.0,70.0
402,motorbike,tractor,,rocket,High,Monotonicity,Giallanza Phenomena,100.0,40.0
403,motorbike,,,rocket,Low,Monotonicity,Giallanza Phenomena,90.0,30.0
404,vacuum cleaner,chisel,,hammer,High,Monotonicity,Giallanza Phenomena,5.0,65.0
405,vacuum cleaner,,,hammer,Low,Monotonicity,Giallanza Phenomena,10.0,30.0
406,ray,swordfish,,goldfish,High,Monotonicity,Giallanza Phenomena,100.0,70.0
407,ray,,,goldfish,Low,Monotonicity,Giallanza Phenomena,90.0,65.0
408,glass,stove,,scales,High,Monotonicity,Giallanza Phenomena,100.0,65.0
409,glass,,,scales,Low,Monotonicity,Giallanza Phenomena,5.0,40.0
410,falcon,chickadee,,cuckoo,High,Monotonicity,Giallanza Phenomena,100.0,85.0
411,falcon,,,cuckoo,Low,Monotonicity,Giallanza Phenomena,10.0,70.0
412,blindworm,gecko,,cobra,High,Monotonicity,Giallanza Phenomena,0.0,60.0
413,blindworm,,,cobra,Low,Monotonicity,Giallanza Phenomena,10.0,65.0
414,piano,harp,,clarinet,High,Monotonicity,Giallanza Phenomena,5.0,40.0
415,piano,,,clarinet,Low,Monotonicity,Giallanza Phenomena,60.0,40.0
416,owl,cuckoo,,turkey,High,Monotonicity,Giallanza Phenomena,0.0,70.0
417,owl,,,turkey,Low,Monotonicity,Giallanza Phenomena,10.0,65.0
418,double bass,harmonica,,violin,High,Monotonicity,Giallanza Phenomena,90.0,85.0
419,double bass,,,violin,Low,Monotonicity,Giallanza Phenomena,60.0,85.0
420,car,skateboard,,zeppelin,High,Monotonicity,Giallanza Phenomena,50.0,30.0
421,car,,,zeppelin,Low,Monotonicity,Giallanza Phenomena,10.0,30.0
422,swordfish,sperm whale,,orca,High,Monotonicity,Giallanza Phenomena,100.0,85.0
423,swordfish,,,orca,Low,Monotonicity,Giallanza Phenomena,10.0,60.0
424,boots,panties,,top,High,Monotonicity,Giallanza Phenomena,50.0,70.0
425,boots,,,top,Low,Monotonicity,Giallanza Phenomena,10.0,25.0
426,blindworm,boa,,toad,High,Monotonicity,Giallanza Phenomena,100.0,30.0
427,blindworm,,,toad,Low,Monotonicity,Giallanza Phenomena,60.0,45.0
428,paint brush,clamp,,grinding disc,High,Monotonicity,Giallanza Phenomena,90.0,45.0
429,paint brush,,,grinding disc,Low,Monotonicity,Giallanza Phenomena,60.0,20.0
430,dungarees,hat,,top,High,Monotonicity,Giallanza Phenomena,100.0,70.0
431,dungarees,,,top,Low,Monotonicity,Giallanza Phenomena,10.0,60.0
432,centipede,fly,,mosquito,High,Monotonicity,Giallanza Phenomena,100.0,85.0
433,centipede,,,mosquito,Low,Monotonicity,Giallanza Phenomena,10.0,30.0
434,sparrow,eagle,,turkey,High,Monotonicity,Giallanza Phenomena,100.0,85.0
435,sparrow,,,turkey,Low,Monotonicity,Giallanza Phenomena,10.0,70.0
436,clarinet,organ,,trombone,High,Monotonicity,Giallanza Phenomena,100.0,85.0
437,clarinet,,,trombone,Low,Monotonicity,Giallanza Phenomena,90.0,70.0
438,toad,lizard,,caiman,High,Monotonicity,Giallanza Phenomena,100.0,60.0
439,toad,,,caiman,Low,Monotonicity,Giallanza Phenomena,10.0,30.0
440,frog,crocodile,,chameleon,High,Monotonicity,Giallanza Phenomena,100.0,70.0
441,frog,,,chameleon,Low,Monotonicity,Giallanza Phenomena,90.0,65.0
442,owl,blackbird,,swan,High,Monotonicity,Giallanza Phenomena,100.0,85.0
443,owl,,,swan,Low,Monotonicity,Giallanza Phenomena,10.0,65.0
444,pants,tracksuit,,shoes,High,Monotonicity,Giallanza Phenomena,90.0,60.0
445,pants,,,shoes,Low,Monotonicity,Giallanza Phenomena,10.0,60.0
446,shovel,file,,level,High,Monotonicity,Giallanza Phenomena,50.0,70.0
447,shovel,,,level,Low,Monotonicity,Giallanza Phenomena,60.0,40.0
448,trailer,helicopter,,scooter,High,Monotonicity,Giallanza Phenomena,5.0,30.0
449,trailer,,,scooter,Low,Monotonicity,Giallanza Phenomena,10.0,25.0
450,sword,club,,double barrelled shotgun,High,Monotonicity,Giallanza Phenomena,100.0,30.0
451,sword,,,double barrelled shotgun,Low,Monotonicity,Giallanza Phenomena,10.0,20.0
452,caterpillar,worm,,earwig,High,Monotonicity,Giallanza Phenomena,100.0,65.0
453,caterpillar,,,earwig,Low,Monotonicity,Giallanza Phenomena,10.0,60.0
454,turtle,boa,,snake,High,Monotonicity,Giallanza Phenomena,100.0,85.0
455,turtle,,,snake,Low,Monotonicity,Giallanza Phenomena,60.0,45.0
456,dinosaur,viper,,crocodile,High,Monotonicity,Giallanza Phenomena,50.0,85.0
457,dinosaur,,,crocodile,Low,Monotonicity,Giallanza Phenomena,10.0,65.0
458,bathing suit,sweater,,beanie,High,Monotonicity,Giallanza Phenomena,5.0,70.0
459,bathing suit,,,beanie,Low,Monotonicity,Giallanza Phenomena,10.0,20.0
460,donkey,hedgehog,,tiger,High,Monotonicity,Giallanza Phenomena,0.0,65.0
461,donkey,,,tiger,Low,Monotonicity,Giallanza Phenomena,10.0,30.0
462,orca,pike,,stickleback,High,Monotonicity,Giallanza Phenomena,100.0,70.0
463,orca,,,stickleback,Low,Monotonicity,Giallanza Phenomena,10.0,30.0
464,robin,canary,,duck,High,Monotonicity,Giallanza Phenomena,100.0,85.0
465,robin,,,duck,Low,Monotonicity,Giallanza Phenomena,10.0,70.0
466,knuckle dusters,tank,,rifle,High,Monotonicity,Giallanza Phenomena,100.0,70.0
467,knuckle dusters,,,rifle,Low,Monotonicity,Giallanza Phenomena,5.0,30.0
468,rocket,tractor,,cart,High,Monotonicity,Giallanza Phenomena,100.0,65.0
469,rocket,,,cart,Low,Monotonicity,Giallanza Phenomena,10.0,30.0
470,trumpet,bassoon,,synthesizer,High,Monotonicity,Giallanza Phenomena,0.0,40.0
471,trumpet,,,synthesizer,Low,Monotonicity,Giallanza Phenomena,10.0,40.0
472,pistol,tank,,double barrelled shotgun,High,Monotonicity,Giallanza Phenomena,100.0,85.0
473,pistol,,,double barrelled shotgun,Low,Monotonicity,Giallanza Phenomena,90.0,70.0
474,ray,shark,,whale,High,Monotonicity,Giallanza Phenomena,100.0,70.0
475,ray,,,whale,Low,Monotonicity,Giallanza Phenomena,5.0,65.0
476,whale,plaice,,goldfish,High,Monotonicity,Giallanza Phenomena,50.0,85.0
477,whale,,,goldfish,Low,Monotonicity,Giallanza Phenomena,10.0,60.0
478,stick,shield,,knuckle dusters,High,Monotonicity,Giallanza Phenomena,50.0,65.0
479,stick,,,knuckle dusters,Low,Monotonicity,Giallanza Phenomena,5.0,30.0
480,eagle,stork,,swallow,High,Monotonicity,Giallanza Phenomena,100.0,85.0
481,eagle,,,swallow,Low,Monotonicity,Giallanza Phenomena,10.0,70.0
482,wood louse,bee,,fruit fly,High,Monotonicity,Giallanza Phenomena,50.0,70.0
483,wood louse,,,fruit fly,Low,Monotonicity,Giallanza Phenomena,10.0,50.0
484,polar bear,lion,,squirrel,High,Monotonicity,Giallanza Phenomena,0.0,60.0
485,polar bear,,,squirrel,Low,Monotonicity,Giallanza Phenomena,10.0,30.0
486,owl,crow,,vulture,High,Monotonicity,Giallanza Phenomena,100.0,85.0
487,owl,,,vulture,Low,Monotonicity,Giallanza Phenomena,90.0,70.0
488,owl,pelican,,sparrow,High,Monotonicity,Giallanza Phenomena,0.0,85.0
489,owl,,,sparrow,Low,Monotonicity,Giallanza Phenomena,10.0,70.0
490,jeep,cart,,carriage,High,Monotonicity,Giallanza Phenomena,100.0,85.0
491,jeep,,,carriage,Low,Monotonicity,Giallanza Phenomena,90.0,45.0
492,hamster,lion,,kangaroo,High,Monotonicity,Giallanza Phenomena,50.0,70.0
493,hamster,,,kangaroo,Low,Monotonicity,Giallanza Phenomena,5.0,45.0
494,banjo,harpsichord,,bassoon,High,Monotonicity,Giallanza Phenomena,100.0,45.0
495,banjo,,,bassoon,Low,Monotonicity,Giallanza Phenomena,10.0,40.0
496,slingshot,stick,,machine gun,High,Monotonicity,Giallanza Phenomena,50.0,30.0
497,slingshot,,,machine gun,Low,Monotonicity,Giallanza Phenomena,10.0,30.0
498,tortoise,viper,,salamander,High,Monotonicity,Giallanza Phenomena,50.0,70.0
499,tortoise,,,salamander,Low,Monotonicity,Giallanza Phenomena,10.0,60.0
500,nail,plane,,file,High,Monotonicity,Giallanza Phenomena,100.0,60.0
501,nail,,,file,Low,Monotonicity,Giallanza Phenomena,90.0,45.0
502,whisk,pot,,pan,High,Monotonicity,Giallanza Phenomena,100.0,85.0
503,whisk,,,pan,Low,Monotonicity,Giallanza Phenomena,60.0,45.0
504,salmon,shark,,piranha,High,Monotonicity,Giallanza Phenomena,100.0,85.0
505,salmon,,,piranha,Low,Monotonicity,Giallanza Phenomena,90.0,70.0
506,drum set,drum,,clarinet,High,Monotonicity,Giallanza Phenomena,90.0,40.0
507,drum set,,,clarinet,Low,Monotonicity,Giallanza Phenomena,20.0,30.0
508,kangaroo,dog,,cow,High,Monotonicity,Giallanza Phenomena,50.0,85.0
509,kangaroo,,,cow,Low,Monotonicity,Giallanza Phenomena,10.0,45.0
510,double barrelled shotgun,dagger,,rifle,High,Monotonicity,Giallanza Phenomena,90.0,85.0
511,double barrelled shotgun,,,rifle,Low,Monotonicity,Giallanza Phenomena,90.0,85.0
512,horse,elephant,,hedgehog,High,Monotonicity,Giallanza Phenomena,0.0,45.0
513,horse,,,hedgehog,Low,Monotonicity,Giallanza Phenomena,10.0,30.0
514,skirt,pyjamas,,coat,High,Monotonicity,Giallanza Phenomena,100.0,70.0
515,skirt,,,coat,Low,Monotonicity,Giallanza Phenomena,20.0,60.0
516,bassoon,triangle,,piano,High,Monotonicity,Giallanza Phenomena,10.0,70.0
517,bassoon,,,piano,Low,Monotonicity,Giallanza Phenomena,10.0,40.0
518,cricket,maybug,,fly,High,Monotonicity,Giallanza Phenomena,100.0,85.0
519,cricket,,,fly,Low,Monotonicity,Giallanza Phenomena,5.0,70.0
520,maybug,fruit fly,,beetle,High,Monotonicity,Giallanza Phenomena,100.0,85.0
521,maybug,,,beetle,Low,Monotonicity,Giallanza Phenomena,90.0,95.0
522,shorts,pyjamas,,bathing suit,High,Monotonicity,Giallanza Phenomena,100.0,70.0
523,shorts,,,bathing suit,Low,Monotonicity,Giallanza Phenomena,90.0,70.0
524,mittens,jeans,,cap,High,Monotonicity,Giallanza Phenomena,100.0,70.0
525,mittens,,,cap,Low,Monotonicity,Giallanza Phenomena,10.0,65.0
526,grasshopper,flee,,earwig,High,Monotonicity,Giallanza Phenomena,100.0,85.0
527,grasshopper,,,earwig,Low,Monotonicity,Giallanza Phenomena,60.0,70.0
528,turtle,crocodile,,gecko,High,Monotonicity,Giallanza Phenomena,100.0,70.0
529,turtle,,,gecko,Low,Monotonicity,Giallanza Phenomena,10.0,65.0
530,trumpet,cello,,cymbals,High,Monotonicity,Giallanza Phenomena,100.0,60.0
531,trumpet,,,cymbals,Low,Monotonicity,Giallanza Phenomena,90.0,50.0
532,mosquito,centipede,,moth,High,Monotonicity,Giallanza Phenomena,100.0,70.0
533,mosquito,,,moth,Low,Monotonicity,Giallanza Phenomena,10.0,70.0
534,cart,taxi,,go-cart,High,Monotonicity,Giallanza Phenomena,100.0,70.0
535,cart,,,go-cart,Low,Monotonicity,Giallanza Phenomena,90.0,70.0
536,horsefly,bumblebee,,cricket,High,Monotonicity,Giallanza Phenomena,100.0,70.0
537,horsefly,,,cricket,Low,Monotonicity,Giallanza Phenomena,10.0,60.0
538,seagull,swallow,,sparrow,High,Monotonicity,Giallanza Phenomena,100.0,85.0
539,seagull,,,sparrow,Low,Monotonicity,Giallanza Phenomena,60.0,85.0
540,tongs,lawn mower,,screwdriver,High,Monotonicity,Giallanza Phenomena,100.0,45.0
541,tongs,,,screwdriver,Low,Monotonicity,Giallanza Phenomena,10.0,30.0
542,triangle,cello,,drum,High,Monotonicity,Giallanza Phenomena,0.0,55.0
543,triangle,,,drum,Low,Monotonicity,Giallanza Phenomena,10.0,20.0
544,dromedary,lion,,sheep,High,Monotonicity,Giallanza Phenomena,0.0,65.0
545,dromedary,,,sheep,Low,Monotonicity,Giallanza Phenomena,10.0,45.0
546,(hot air) balloon,jeep,,skateboard,High,Monotonicity,Giallanza Phenomena,50.0,40.0
547,(hot air) balloon,,,skateboard,Low,Monotonicity,Giallanza Phenomena,10.0,20.0
548,double bass,harmonica,,synthesizer,High,Monotonicity,Giallanza Phenomena,5.0,70.0
549,double bass,,,synthesizer,Low,Monotonicity,Giallanza Phenomena,20.0,30.0
550,stick,spear,,rifle,High,Monotonicity,Giallanza Phenomena,90.0,60.0
551,stick,,,rifle,Low,Monotonicity,Giallanza Phenomena,20.0,30.0
552,whisk,sieve,,towel,High,Monotonicity,Giallanza Phenomena,5.0,30.0
553,whisk,,,towel,Low,Monotonicity,Giallanza Phenomena,10.0,25.0
554,turtle,salamander,,salamander,High,Monotonicity,Giallanza Phenomena,100.0,100.0
555,turtle,,,salamander,Low,Monotonicity,Giallanza Phenomena,10.0,65.0
556,stove,percolator,,fridge,High,Monotonicity,Giallanza Phenomena,5.0,60.0
557,stove,,,fridge,Low,Monotonicity,Giallanza Phenomena,60.0,70.0
558,beetle,wood louse,,spider,High,Monotonicity,Giallanza Phenomena,100.0,65.0
559,beetle,,,spider,Low,Monotonicity,Giallanza Phenomena,10.0,65.0
560,taxi,tractor,,submarine,High,Monotonicity,Giallanza Phenomena,100.0,30.0
561,taxi,,,submarine,Low,Monotonicity,Giallanza Phenomena,10.0,20.0
562,pants,shoes,,pullover,High,Monotonicity,Giallanza Phenomena,0.0,65.0
563,pants,,,pullover,Low,Monotonicity,Giallanza Phenomena,10.0,60.0
564,tank,shield,,double barrelled shotgun,High,Monotonicity,Giallanza Phenomena,50.0,40.0
565,tank,,,double barrelled shotgun,Low,Monotonicity,Giallanza Phenomena,90.0,30.0
566,van,zeppelin,,submarine,High,Monotonicity,Giallanza Phenomena,100.0,60.0
567,van,,,submarine,Low,Monotonicity,Giallanza Phenomena,10.0,30.0
568,toad,dinosaur,,salamander,High,Monotonicity,Giallanza Phenomena,100.0,70.0
569,toad,,,salamander,Low,Monotonicity,Giallanza Phenomena,60.0,65.0
570,cow,dog,,beaver,High,Monotonicity,Giallanza Phenomena,100.0,70.0
571,cow,,,beaver,Low,Monotonicity,Giallanza Phenomena,10.0,45.0
572,robin,penguin,,swan,High,Monotonicity,Giallanza Phenomena,100.0,85.0
573,robin,,,swan,Low,Monotonicity,Giallanza Phenomena,50.0,85.0
574,double barrelled shotgun,stick,,machine gun,High,Monotonicity,Giallanza Phenomena,50.0,65.0
575,double barrelled shotgun,,,machine gun,Low,Monotonicity,Giallanza Phenomena,90.0,60.0
576,dromedary,deer,,pig,High,Monotonicity,Giallanza Phenomena,5.0,70.0
577,dromedary,,,pig,Low,Monotonicity,Giallanza Phenomena,10.0,45.0
578,whale,goldfish,,squid,High,Monotonicity,Giallanza Phenomena,100.0,70.0
579,whale,,,squid,Low,Monotonicity,Giallanza Phenomena,10.0,30.0
580,wolf,zebra,,llama,High,Monotonicity,Giallanza Phenomena,50.0,85.0
581,wolf,,,llama,Low,Monotonicity,Giallanza Phenomena,10.0,60.0
582,salmon,piranha,,orca,High,Monotonicity,Giallanza Phenomena,100.0,70.0
583,salmon,,,orca,Low,Monotonicity,Giallanza Phenomena,20.0,40.0
584,woodpecker,dove,,pheasant,High,Monotonicity,Giallanza Phenomena,50.0,85.0
585,woodpecker,,,pheasant,Low,Monotonicity,Giallanza Phenomena,10.0,65.0
586,kettle,oven,,grater,High,Monotonicity,Giallanza Phenomena,100.0,45.0
587,kettle,,,grater,Low,Monotonicity,Giallanza Phenomena,10.0,40.0
588,nail,wheelbarrow,,vacuum cleaner,High,Monotonicity,Giallanza Phenomena,100.0,60.0
589,nail,,,vacuum cleaner,Low,Monotonicity,Giallanza Phenomena,5.0,20.0
590,carp,trout,,sperm whale,High,Monotonicity,Giallanza Phenomena,0.0,30.0
591,carp,,,sperm whale,Low,Monotonicity,Giallanza Phenomena,10.0,50.0
592,bicycle,skateboard,,hovercraft,High,Monotonicity,Giallanza Phenomena,100.0,45.0
593,bicycle,,,hovercraft,Low,Monotonicity,Giallanza Phenomena,10.0,25.0
594,horse,hedgehog,,dog,High,Monotonicity,Giallanza Phenomena,100.0,70.0
595,horse,,,dog,Low,Monotonicity,Giallanza Phenomena,10.0,70.0
596,rhinoceros,hedgehog,,horse,High,Monotonicity,Giallanza Phenomena,10.0,65.0
597,rhinoceros,,,horse,Low,Monotonicity,Giallanza Phenomena,10.0,65.0
598,triangle,harmonica,,saxophone,High,Monotonicity,Giallanza Phenomena,50.0,65.0
599,triangle,,,saxophone,Low,Monotonicity,Giallanza Phenomena,10.0,5.0
600,wire brush,paint brush,,chisel,High,Monotonicity,Giallanza Phenomena,100.0,40.0
601,wire brush,,,chisel,Low,Monotonicity,Giallanza Phenomena,60.0,40.0
602,plaice,goldfish,,whale,High,Monotonicity,Giallanza Phenomena,5.0,70.0
603,plaice,,,whale,Low,Monotonicity,Giallanza Phenomena,10.0,30.0
604,elephant,monkey,,donkey,High,Monotonicity,Giallanza Phenomena,50.0,70.0
605,elephant,,,donkey,Low,Monotonicity,Giallanza Phenomena,20.0,60.0
606,double barrelled shotgun,slingshot,,sword,High,Monotonicity,Giallanza Phenomena,5.0,30.0
607,double barrelled shotgun,,,sword,Low,Monotonicity,Giallanza Phenomena,10.0,30.0
608,tank,spear,,rifle,High,Monotonicity,Giallanza Phenomena,50.0,85.0
609,tank,,,rifle,Low,Monotonicity,Giallanza Phenomena,90.0,60.0
610,cymbals,tambourine,,cello,High,Monotonicity,Giallanza Phenomena,5.0,30.0
611,cymbals,,,cello,Low,Monotonicity,Giallanza Phenomena,10.0,30.0
612,pan,sieve,,scales,High,Monotonicity,Giallanza Phenomena,0.0,60.0
613,pan,,,scales,Low,Monotonicity,Giallanza Phenomena,10.0,60.0
614,hamster,hedgehog,,tiger,High,Monotonicity,Giallanza Phenomena,5.0,45.0
615,hamster,,,tiger,Low,Monotonicity,Giallanza Phenomena,5.0,50.0
616,clamp,shovel,,adjustable spanner,High,Monotonicity,Giallanza Phenomena,100.0,70.0
617,clamp,,,adjustable spanner,Low,Monotonicity,Giallanza Phenomena,90.0,65.0
